Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
62877671,Rubież. Reportaż wędrowny,Ewa Pluta,"Pluta, Ewa",,"=""""","=""9788365970145""",4,4.07,Dowody na istnienie,Paperback,272,2022,2022,2023/01/21,2022/11/04,"non-fiction, polska-mieszkam-w-polsce, reportaże-biografie, owned, publio, 2023","non-fiction (#554), polska-mieszkam-w-polsce (#74), reportaże-biografie (#169), owned (#1220), publio (#82), 2023 (#5)",read,"Kiedy mowimy o rubiezy Polski, myslimy raczej o granicy II RP. Tymczasem malo wiadomo o tym, jak ksztaltowala sie obecna wschodnia granica, jak ja budowano i jak sie wydawala tymczasowa po 2 wojnach. Jak przeciela gospodarstwa i rodziny. Jak czesciowo znikla po wejsciu do UE i znowu sie pojawila w pandemii. Jak kryzys uchodzczy obudzil skojarzenia z tymi pierwszymi latami po wojnie, kiedy lokalsi coraz rzadziej mogli swobodnie sie przemieszczac. <br/>To jest tez ksiazka o tym, czym w ogole sa granice w swiadomosci czlowieka na poziomie filozoficznym. <br/><br/>Bardzo dobrze uzupelnia sie z Wymazana granica Grzywaczewskiego, choc tamta duzo lepsza ksiazka pozbawiona jest osobistych wtretow - tutaj troche irytuje autorka piszac na przyklad, jak cierpialy jej nogi, ale rozumiem role tych wstawek.<br/><br/>Aluzje do sytuacji uchodzczej na granicy polsko bialoruskiej zle sie zestarzeja, bo nie ma do niej przypisow ani zarysu kontekstu politycznego, co dziwi, biorac pod uwage, jak szeroko rozpisuje sie nad historycznym. Dla kogos, kto bedzie czytal te ksiazke za 10 lat, nie bedzie to juz tak oczywiscie zrozumiale.<br/><br/>Niemniej, jestem ciekawa, jakby wygladala wedrowka dzisiejsza granica zachodnia. Na pewno jednak nie bylaby tak pasjonujaca, w koncu zachod nie byl tak zroznicowany kulturowo jak wschod. ",,,1,0
44175744,Europejskie korzenie przemocy nazistowskiej,Enzo Traverso,"Traverso, Enzo",Agata Czarnacka,"=""""","=""9788362744084""",5,4.20,Instytut Wydawniczy Książka i Prasa,Paperback,208,2011,2002,2023/01/17,2022/11/19,"historia, 2023","historia (#128), 2023 (#3)",read,,,,1,0
60600570,"Tu byli, tak stali",Gabriel Krauze,"Krauze, Gabriel",Tomasz S. Gałązka,"=""8381914647""","=""9788381914642""",0,4.03,Czarne,Paperback,400,2022,2020,,2023/01/14,"to-read, fiction, nagrodowe","to-read (#2632), fiction (#286), nagrodowe (#6)",to-read,,,,0,0
61047366,Przemieszczenie,Margaryta Yakovenko,"Yakovenko, Margaryta","Agata Ostrowska, Margaryta Jakowenko","=""""","=""9788396481252""",4,4.03,ArtRage,ebook,,2022,2020,2023/01/13,2022/09/12,"artrage-bookrage, non-fiction, owned, reportaże-biografie, ukraina, 2023","artrage-bookrage (#425), non-fiction (#533), owned (#1161), reportaże-biografie (#163), ukraina (#53), 2023 (#2)",read,,,,1,0
26348,"Paris, 1919: Six Months that Changed the World",Margaret MacMillan,"MacMillan, Margaret","Richard Holbrooke, Suzanne Toren","=""0375760520""","=""9780375760525""",0,4.11,Random House Trade,Paperback,624,2003,2001,,2023/01/13,"to-read, historia","to-read (#2631), historia (#135)",to-read,,,,0,0
39977591,Kirke,Madeline Miller,"Miller, Madeline",Paweł Korombel,"=""8381253047""","=""9788381253048""",0,4.25,Albatros,Hardcover,416,2018,2018,,2019/11/17,"owned, woblink, abandoned-for-later, to-read","owned (#363), woblink (#162), abandoned-for-later (#11), to-read (#2630)",to-read,,,,0,0
57196628,Wrócę przed nocą. Reportaż o przemilczanym,Jerzy Szperkowicz,"Szperkowicz, Jerzy",,"=""8324073248""","=""9788324073245""",4,3.88,Społeczny Instytut Wydawniczy Znak,Hardcover,224,2021,2021,2023/01/10,2021/06/24,"non-fiction, reportaże-biografie, owned, woblink, 2023","non-fiction (#124), reportaże-biografie (#46), owned (#1226), woblink (#291), 2023 (#1)",read,"Lubie ksiazki, ktore kaza mi wodzic palcem po mapie",,,1,0
50155421,Twilight of Democracy: The Seductive Lure of Authoritarianism,Anne Applebaum,"Applebaum, Anne",,"=""0771005857""","=""9780771005855""",0,3.93,Signal Books,Hardcover,224,2020,2020,,2020/08/25,"to-read, historia, non-fiction, publicystyka","to-read (#1356), historia (#134), non-fiction (#580), publicystyka (#86)",to-read,,,,0,0
23763310,Mniej. Intymny portret zakupowy Polaków,Marta Sapała,"Sapała, Marta",,"=""8364270036""","=""9788364270031""",0,3.81,Relacja,Paperback,384,2014,2014,,2018/03/09,"owned, woblink, currently-reading","owned (#79), woblink (#60), currently-reading (#16)",currently-reading,,,,1,0
17616639,Szok Przyszłości,Alvin Toffler,"Toffler, Alvin","Wiktor Osiatyński, Ewa Woydyłło, Elżbieta Grabczak-Ryszka","=""""","=""9788389738905""",0,3.81,Kurpisz,Hardcover,428,2007,1970,,2023/01/07,"to-read, filozofia-eseistyka-socjologia, non-fiction","to-read (#2629), filozofia-eseistyka-socjologia (#24), non-fiction (#579)",to-read,,,,0,0
62037552,Matrymonium. O małżeństwie nieromantycznym,Alicja Urbanik-Kopeć,"Urbanik-Kopeć, Alicja",,"=""8381915686""","=""9788381915687""",0,3.74,Czarne,Hardcover,376,2022,2022,,2022/12/16,"to-read, non-fiction, women-patriarchy, ebookpoint, historia, owned","to-read (#2616), non-fiction (#574), women-patriarchy (#211), ebookpoint (#81), historia (#133), owned (#1230)",to-read,,,,0,0
60309958,"Mozg - jelita - uklad odpornosciowy. Wplyw codziennych nawykow na zdrowie, nastroj i planete",Emeran Mayer,"Mayer, Emeran",,"=""8382250858""","=""9788382250855""",0,3.64,,Paperback,,2021,,,2023/01/02,"to-read, ebookpoint, owned, popularnonaukowe","to-read (#2628), ebookpoint (#80), owned (#1229), popularnonaukowe (#168)",to-read,,,,0,0
60800768,"Gotowi na zmianę. O mężczyznach, męskości i miłości",bell hooks,"hooks, bell",Magdalena Kunz,"=""""","=""9788367075305""",4,4.39,Wydawnictwo Krytyki Politycznej,Paperback,304,2022,2003,2022/12/31,2022/06/26,"non-fiction, women-patriarchy, owned, krytyka-polityczna, 2022","non-fiction (#478), women-patriarchy (#191), owned (#1195), krytyka-polityczna (#1), 2022 (#54)",read,,,,1,0
8549456,Etyka Na Nowe Tysiąclecie,Dalai Lama XIV,"XIV, Dalai Lama",Bstan-ʼdzin-rgya-mtsho,"=""8372275904""","=""9788372275905""",0,4.07,Politeja,,130,2000,1999,,2022/12/31,"to-read, filozofia-eseistyka-socjologia","to-read (#2627), filozofia-eseistyka-socjologia (#23)",to-read,,,,0,0
112881,The Hearts of Men: American Dreams and the Flight from Commitment,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0385176155""","=""9780385176156""",0,3.79,Anchor,Paperback,224,1987,1983,,2022/12/29,"to-read, women-patriarchy","to-read (#2626), women-patriarchy (#212)",to-read,,,,0,0
58300861,Jak wychować nazistę. Reportaż o fanatycznej edukacji,Gregor Athalwin Ziemer,"Ziemer, Gregor Athalwin",Anna Dorota Kamińska,"=""""","=""9788324074617""",0,4.13,Znak literanova,Hardcover,232,2021,1941,,2021/09/17,"to-read, historia, non-fiction, polecajki-z-fejsa, owned, woblink","to-read (#1983), historia (#57), non-fiction (#200), polecajki-z-fejsa (#65), owned (#1228), woblink (#293)",to-read,,,,0,0
4565266,Modlitwa o deszcz,Wojciech Jagielski,"Jagielski, Wojciech",,"=""8374143312""","=""9788374143318""",0,4.34,Wydawnictwo W.A.B.,Paperback,480,2007,2002,,2021/08/18,"to-read, non-fiction, reportaże-biografie, owned, woblink","to-read (#1956), non-fiction (#179), reportaże-biografie (#67), owned (#1225), woblink (#290)",to-read,,,,0,0
15770319,"Trupia Farma. Sekrety legendarnego laboratorium sądowego, gdzie zmarli opowiadają swoje historie",William M. Bass,"Bass, William M.","Jon Jefferson, Janusz Ochab","=""8324016562""","=""9788324016563""",0,4.21,Społeczny Instytut Wydawniczy Znak,Paperback,344,2012,2003,,2021/12/25,"to-read, non-fiction, owned, woblink","to-read (#2112), non-fiction (#292), owned (#1224), woblink (#289)",to-read,,,,0,0
13422085,Bóg nie jest wielki,Christopher Hitchens,"Hitchens, Christopher",Cezary Murawski,"=""""","=""9788375083576""",0,3.95,Sonia Draga,Paperback,304,2011,2007,,2022/12/26,"to-read, filozofia-eseistyka-socjologia","to-read (#2625), filozofia-eseistyka-socjologia (#22)",to-read,,,,0,0
59220395,Helgoland. Sens kwantowej rewolucji,Carlo Rovelli,"Rovelli, Carlo","Ewa L. Łokas, Bogumił Bieniok","=""8382250912""","=""9788382250916""",3,4.09,Feeria,Paperback,300,2021,2020,2022/12/26,2022/05/05,"non-fiction, popularnonaukowe, 2022","non-fiction (#441), popularnonaukowe (#121), 2022 (#53)",read,,,,1,0
62080079,Krótko i szczęśliwie. Historie późnych miłości,Agata Romaniuk,"Romaniuk, Agata",,"=""8367324978""","=""9788367324977""",4,4.27,Wydawnictwo Poznańskie,Paperback,200,2022,2022,2022/12/24,2022/10/17,"non-fiction, artrage-bookrage, owned, haule-kasi-gandor, 2022","non-fiction (#546), artrage-bookrage (#453), owned (#1212), haule-kasi-gandor (#64), 2022 (#52)",read,,,,1,0
61293044,Szkice malajskie,Alfian Sa'at,"Sa'at, Alfian",Aleksandra Szymczyk,"=""8367034104""","=""9788367034104""",3,4.07,Wydawnictwo Tajfuny,Paperback,192,2022,2012,2022/12/23,2022/11/17,"artrage-bookrage, fiction, owned, 2022","artrage-bookrage (#449), fiction (#275), owned (#1208), 2022 (#51)",read,,,,1,0
49605810,Przewodnik po zbrodni według grzecznej dziewczynki,Holly  Jackson,"Jackson, Holly",Ernest Kacperski,"=""8381541956""","=""9788381541954""",0,4.35,Zielona Sowa,Paperback,446,2019,2019,,2022/12/22,"to-read, fiction","to-read (#2623), fiction (#284)",to-read,,,,0,0
62694203,Wiedźmy Kijowa. Miecz i krzyż,Lada Luzina,"Luzina, Lada","Łada Łuzina, Gabriela Sitkiewicz","=""""","=""9788367323185""",0,3.85,Insignis,Paperback,656,2022,2005,,2022/11/29,"to-read, fiction, polecajki-z-fejsa, owned, woblink","to-read (#2605), fiction (#281), polecajki-z-fejsa (#74), owned (#1223), woblink (#288)",to-read,,,,0,0
54968982,Na Zachodzie bez zmian,Erich Maria Remarque,"Remarque, Erich Maria",,"=""8380624270""","=""9788380624276""",0,4.04,Rebis,Paperback,188,2020,1928,,2022/12/21,"to-read, fiction","to-read (#2622), fiction (#283)",to-read,,,,0,0
13048754,Biały Szum,Don DeLillo,"DeLillo, Don",Radosław Zubek,"=""8371203314""","=""""",0,3.87,Dom Wydawniczy Rebis,,315,1997,1985,,2022/12/20,"fiction, borrowed, currently-reading","fiction (#282), borrowed (#1), currently-reading (#15)",currently-reading,,,,1,0
35215503,Neuroplemiona. Dziedzictwo autyzmu i przyszłość neuroróżnorodności,Steve Silberman,"Silberman, Steve",Bartłomiej Kotarski,"=""""","=""9788365601483""",0,4.30,Wydawnictwo Vivante,Paperback,504,2017,2015,,2021/01/06,"to-read, popularnonaukowe, zdrowie-psychika-ciało","to-read (#1614), popularnonaukowe (#23), zdrowie-psychika-ciało (#120)",to-read,,,,0,0
59557742,Drama Queen: One Autistic Woman and a Life of Unhelpful Labels,Sara Gibbs,"Gibbs, Sara",,"=""""","=""""",0,4.45,Headline,Audible Audio,,2021,2021,,2022/12/19,"to-read, zdrowie-psychika-ciało","to-read (#2620), zdrowie-psychika-ciało (#119)",to-read,,,,0,0
18168930,I Think I Might Be Autistic: A Guide to Autism Spectrum Disorder Diagnosis and Self-Discovery for Adults,Cynthia Kim,"Kim, Cynthia",,"=""""","=""""",0,4.24,Narrow Gauge,Kindle Edition,72,2013,2013,,2022/12/19,"to-read, zdrowie-psychika-ciało","to-read (#2619), zdrowie-psychika-ciało (#118)",to-read,,,,0,0
61409261,Głusza,Anna Goc,"Goc, Anna",,"=""""","=""9788365970091""",5,4.63,Dowody na istnienie,Paperback,248,2022,2022,2022/12/18,2022/12/06,"non-fiction, reportaże-biografie, ebookpoint, owned, 2022","non-fiction (#569), reportaże-biografie (#174), ebookpoint (#79), owned (#1221), 2022 (#50)",read,"Jednym tchem.<br/>Czytalam reportaz o sytuacji w poznanskiej szkole dla gluchych, mam gluchych znajomych i wiem, z czym sie borykali w czasie covidu, ale nie bylam gotowa na tak przerazajaco smutna i wkurwiajaca historie systemowej (tez rodzinnej) przemocy i dyskryminacji. Niewyobrazalne jest dla mnie funkcjonowanie bez jezyka od urodzenia do lat szkolnych, a czasem i dluzej, bo otoczenie nie chce nauczyc sie migania, a otoczenie zmusza do nauki mowienia.<br/>Na szczescie autorka rownowazy to historiami miejsc, gdzie to slyszaki sa w mniejszosci. <br/><br/>Bardzo bardzo dobra rzecz.",,,1,0
50083526,Czarnobyl. Historia nuklearnej katastrofy,Serhii Plokhy,"Plokhy, Serhii",Marek Fedyszak,"=""8324057951""","=""9788324057955""",0,4.23,Społeczny Instytut Wydawniczy Znak,Paperback,480,2019,2018,,2022/12/18,"to-read, historia, non-fiction","to-read (#2618), historia (#132), non-fiction (#575)",to-read,,,,0,0
36204301,"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job",Sally Helgesen,"Helgesen, Sally",Marshall Goldsmith,"=""0316440124""","=""9780316440127""",0,4.13,Hachette Books,Hardcover,256,2018,2018,,2022/12/17,"to-read, growth-other-selfhelp","to-read (#2617), growth-other-selfhelp (#82)",to-read,,,,0,0
62128340,"Nigdy, nigdy, nigdy",Linn Strømsborg,"Strømsborg, Linn",Karolina Drozdowska,"=""8367515064""","=""9788367515061""",4,4.21,ArtRage,Paperback,280,2022,2019,2022/12/16,2022/10/03,"artrage-bookrage, fiction, owned, 2022","artrage-bookrage (#432), fiction (#259), owned (#1173), 2022 (#49)",read,"Mam troche problem z ta ksiazka. <br/><br/>Odswiezajace wydaje mi sie podejscie do tematu, nie kojarze innego utworu, ktory tak lagodnie podchodzilby do bezdzietnosci jako swiadomego wyboru rodzicielskiego, ani lepszego ani gorszego niz decyzja o urodzeniu dziecka. (Najblizszym bylby chyba film Joachima von Triera “Najgorszy czlowiek na swiecie”, ale tam bohaterka ma troche inne motywacje.)<br/><br/>Nie ma tu dramatow, doswiadczen granicznych, zalow jak w tej kampanii “zaluje, ze nie zostalam matka”. Sa rozwazania o konsekwencjach naszych wyborow, o tym jak nas ksztaltuja i jak i czy zmienilyby nas inne sciezki - i to jest takie, hm, normalnie refleksyjne, takie this is the way of life.<br/><br/>Jest to bez watpienia ksiazka terapeutyczna, daje gotowe wrecz odpowiedzi na klasyczne pytania w temacie, ale momentami to jest az za bardzo dydaktyczne, napisane troche w naiwnym stylu jak ksiazka dla mlodziezy. Nie jestem tez przez to w stanie sie utozsamic z bohaterka.<br/><br/>Ale moze razi mnie to dlatego, ze bezdzietnosc mam od dawna obcykana - to jest preaching to the choir. <br/><br/>Mysle jednak, ze to dobra pozycja dla kogos, kto sie bije z myslami czy rodzina zadajaca potomstwa albo dla kogos, kto probuje zrozumiec, dlaczego bliska osoba nie chce miec dzieci.",,,1,0
68005161,Powrotnicy,Katarzyna Kajdanek,"Kajdanek, Katarzyna",,"=""""","=""9788376885971""",0,4.00,Wydawnictwo Nomos,Paperback,354,2022,,,2022/12/15,"to-read, urbanistyka, polska-mieszkam-w-polsce","to-read (#2615), urbanistyka (#42), polska-mieszkam-w-polsce (#78)",to-read,,,,0,0
20342617,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",0,4.63,Spiegel & Grau,Hardcover,336,2014,2014,,2022/12/14,"to-read, amazon, owned","to-read (#2614), amazon (#142), owned (#1222)",to-read,,,,0,0
58886508,Unmasking Autism: Discovering the New Faces of Neurodiversity,Devon Price,"Price, Devon",,"=""""","=""""",0,4.57,,Kindle Edition,290,2022,,,2022/12/13,"to-read, non-fiction, popularnonaukowe, zdrowie-psychika-ciało","to-read (#2613), non-fiction (#573), popularnonaukowe (#167), zdrowie-psychika-ciało (#117)",to-read,,,,0,0
61822045,Pawilon małych ssaków,Patryk Pufelski,"Pufelski, Patryk",,"=""""","=""9788367016384""",4,4.32,Karakter,Paperback,224,2022,2022,2022/12/12,2022/10/17,"lgbtqia, non-fiction, reportaże-biografie, owned, karakter, haule-kasi-gandor, 2022","lgbtqia (#8), non-fiction (#547), reportaże-biografie (#167), owned (#1216), karakter (#3), haule-kasi-gandor (#65), 2022 (#48)",read,“Swiat potrzebuje teraz czulosci”,,,1,0
25101,The Sandman Vol. 4: Season of Mists,Neil Gaiman,"Gaiman, Neil","Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison","=""1563890356""","=""9781563890352""",4,4.54,Vertigo,Hardcover,217,1999,1990,2022/12/10,2022/08/17,"comic-books-graphic-novels, owned, papier, 2022","comic-books-graphic-novels (#9), owned (#1141), papier (#98), 2022 (#47)",read,,,,1,0
43509266,Internat,Serhiy Zhadan,"Zhadan, Serhiy","Serhij Żadan, Michał Petryk","=""8380498135""","=""9788380498136""",5,4.43,Czarne,Paperback,288,2019,2017,2022/12/10,2022/02/23,"fiction, ukraina, owned, ebookpoint, 2022","fiction (#167), ukraina (#2), owned (#992), ebookpoint (#63), 2022 (#46)",read,,,,1,0
10419839,Rok magicznego myślenia,Joan Didion,"Didion, Joan",Hanna Pasierska,"=""8374695188""","=""9788374695183""",0,3.93,Prószyński i S-ka,Paperback,191,2007,2005,,2022/12/09,"to-read, haule-kasi-gandor, reportaże-biografie","to-read (#2611), haule-kasi-gandor (#66), reportaże-biografie (#175)",to-read,,,,0,0
61650857,Nowojorczycy. Miasto i ludzie,Craig Taylor,"Taylor, Craig",Aga Zano,"=""""","=""9788324083954""",0,4.11,Znak literanova,Hardcover,464,2022,2021,,2022/12/09,"to-read, haule-kasi-gandor, non-fiction, usa","to-read (#2610), haule-kasi-gandor (#63), non-fiction (#571), usa (#42)",to-read,,,,0,0
64632971,Dzieci z nie-miejsc,Anna Witeska-Młynarczyk,"Witeska-Młynarczyk, Anna","Ewa Maciejewska-Mroczek, Anna Krawczak","=""""","=""""",0,0.0,Oficyna Naukowa Ewa Pajestka-Kojder,Paperback,192,,,,2022/12/08,to-read,to-read (#2608),to-read,,,,0,0
31409135,The Radium Girls:The Dark Story of America’s Shining Women (Harrowing Historical Nonfiction Bestseller About a Courageous Fight for Justice),Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.15,Sourcebooks,Hardcover,479,2017,2017,,2020/11/20,"to-read, owned, women-patriarchy, amazon","to-read (#1520), owned (#660), women-patriarchy (#162), amazon (#141)",to-read,,,,0,0
10325532,"Faith and Fatherland: Catholicism, Modernity, and Poland",Brian Porter-Szücs,"Porter-Szücs, Brian",,"=""0195399056""","=""9780195399059""",0,4.00,Oxford University Press US,Hardcover,496,2011,2011,,2022/11/29,"to-read, historia, polska-mieszkam-w-polsce, owned, wydawnictwo-filtry","to-read (#2604), historia (#130), polska-mieszkam-w-polsce (#75), owned (#1219), wydawnictwo-filtry (#2)",to-read,,,,0,0
50079425,Cięcia. Mówiona historia transformacji,Aleksandra Leyk,"Leyk, Aleksandra",Joanna Wawrzyniak,"=""""","=""9788366586000""",0,4.17,Wydawnictwo Krytyki Literackiej,Hardcover,528,2019,2019,,2022/11/29,"to-read, historia, non-fiction, polska-mieszkam-w-polsce","to-read (#2606), historia (#131), non-fiction (#567), polska-mieszkam-w-polsce (#76)",to-read,,,,0,0
52759656,Słuchając psa,Zofia Zaniewska-Wojtków,"Zaniewska-Wojtków, Zofia",Piotr Wojtków,"=""""","=""9788328069978""",0,4.14,Buchmann,Paperback,224,2019,,,2022/11/27,"to-read, pieski","to-read (#2603), pieski (#2)",to-read,,,,0,0
58401620,"Szczeka, merda, mówi. Jak być najlepszym człowiekiem swojego psa",Zofia Zaniewska-Wojtków,"Zaniewska-Wojtków, Zofia",Piotr Wojtków,"=""""","=""9788324073306""",0,4.24,Znak,Hardcover,320,2021,2021,,2022/11/27,"to-read, non-fiction, pieski","to-read (#2602), non-fiction (#566), pieski (#1)",to-read,,,,0,0
58459687,Wiek paradoksów. Czy technologia nas ocali?,Natalia Hatalska,"Hatalska, Natalia",,"=""8324060901""","=""9788324060900""",4,4.28,Społeczny Instytut Wydawniczy Znak,Hardcover,380,2021,2021,2022/11/26,2022/11/16,"czytajpl, 2022","czytajpl (#3), 2022 (#45)",read,,,,1,0
